"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
BRULE LAKE (WENSLEY),CLARENDON & MILLER,6183,1,"S end, Mid Lake",450140,770200,21-May-16,15.0
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,14-Jul-09,1.7
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,05-Jun-11,1.5
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,27-Jul-13,1.8
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,21-Jun-14,1.8
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,11-Jul-15,1.7
BRUSH LAKE,SEGUIN,611,1,mid lake,451617,794527,22-May-16,1.8
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,11-May-08,1.8
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,18-May-09,1.4
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,07-May-10,1.6
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,20-May-12,1.7
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,20-May-13,1.4
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,25-May-14,1.5
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,19-May-15,1.3
BUCK LAKE,MCMURRICH,617,2,Deep spot,452452,792325,21-May-16,1.5
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,11-May-08,11.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,01-Apr-10,10.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,02-Jul-11,10.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,29-Jul-11,9.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,26-Aug-11,9.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,22-Sep-11,9.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,15-Oct-11,9.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,06-May-12,10.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,10-Jun-12,12.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,06-Jul-12,11.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,08-Jul-12,11.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,27-Apr-13,10.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,09-Jun-13,10.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,07-Jul-13,10.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,04-May-14,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,15-Jun-14,10.5
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,13-Jul-14,10.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,08-May-15,10.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,21-Jun-15,11.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,19-Jul-15,10.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,19-May-16,10.5
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,22-Jun-16,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,22-Jun-16,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,1,"N Bay, S End",443118,762811,17-Jul-16,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,01-Apr-10,11.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,05-May-10,11.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,22-Jun-10,11.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,20-May-11,10.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,26-Jun-11,10.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,02-Aug-11,10.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,25-Aug-11,10.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,18-Sep-11,10.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,23-Oct-11,10.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,06-May-12,10.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,06-Jun-12,11.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,03-Jul-12,11.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,03-Aug-12,11.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,11-May-13,11.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,08-Jun-13,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,07-Jul-13,12.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,05-Aug-13,10.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,18-May-14,11.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,15-Jun-14,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,14-Jul-14,10.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,26-May-15,11.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,18-Jun-15,11.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,12-Jul-15,11.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,05-May-16,11.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,2,"N Bay, N End",443233,762703,14-Jun-16,12.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,29-Oct-08,21.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,17-Jun-09,24.5
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,03-May-10,12.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,05-Jun-10,16.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,04-Jul-10,23.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,17-May-11,23.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,14-Jun-11,22.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,30-Jun-11,22.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,17-Aug-11,23.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,10-May-12,22.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,23-Jun-12,25.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,11-Jul-12,22.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,25-Aug-12,40.0
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,19-May-13,23.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,23-Jun-13,22.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,13-Jul-13,20.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,18-May-14,22.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,20-Jun-14,22.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,12-Jul-14,24.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,16-May-15,21.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,07-Jun-15,25.5
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,07-Jul-15,23.3
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,13-May-16,22.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,18-Jun-16,21.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,18-Jun-16,21.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,4,SouthBranch-southend,443108,762722,15-Jul-16,23.1
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,10,"S Bay, S of Narrows",442951,762816,09-Jul-15,24.4
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,10,"S Bay, S of Narrows",442951,762816,04-May-16,25.6
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,10,"S Bay, S of Narrows",442951,762816,14-Jun-16,21.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,10,"S Bay, S of Narrows",442951,762816,14-Jun-16,21.8
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,10,"S Bay, S of Narrows",442951,762816,13-Jul-16,21.9
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,11,"N/E end, deep spot E. Buck Is.",443251,762530,17-May-16,21.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,11,"N/E end, deep spot E. Buck Is.",443251,762530,15-Jun-16,23.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,11,"N/E end, deep spot E. Buck Is.",443251,762530,15-Jun-16,23.2
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,11,"N/E end, deep spot E. Buck Is.",443251,762530,15-Jul-16,23.7
BUCK LAKE,"LOUGHBOROUGH, BEDFORD",6186,12,"North bay, before narrows",443159,762749,14-Jun-16,11.7
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,29-Oct-08,31.2
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,02-Jun-09,29.4
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,03-May-10,34.6
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,30-May-10,35.2
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,04-Jul-10,34.0
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,12-May-11,37.0
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,30-May-11,32.5
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,04-Jul-11,29.7
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,02-Aug-11,34.6
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,05-Sep-11,25.8
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,01-Oct-11,27.3
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,19-May-12,36.7
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,03-Jun-12,35.0
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,03-Jul-12,34.2
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,07-Aug-12,29.0
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,24-May-14,33.6
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,19-Jun-14,35.7
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,03-Jul-14,32.2
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,20-May-15,36.8
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,03-Jun-15,39.2
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,07-Jul-15,36.0
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,20-May-16,33.1
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,07-Jun-16,29.6
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,1,Narrows-redbuoy C310,443306,782048,05-Jul-16,29.1
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,9,"Young's Cove, Deep Spot",442714,782545,13-Jun-15,38.4
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,9,"Young's Cove, Deep Spot",442714,782545,31-May-16,30.5
BUCKHORN LAKE (U),SMITH-ENNISMOORE,7131,9,"Young's Cove, Deep Spot",442714,782545,27-Jun-16,28.9
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,12-May-08,9.5
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,25-May-09,7.9
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,07-May-10,10.0
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,06-Jun-12,9.9
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,05-Jun-13,9.7
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,31-May-14,10.1
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,24-May-15,11.0
BUCKSHOT LAKE (INDIAN),CLARENDON & MILLER,625,1,Mouth of E Bay,445940,770350,23-May-16,10.5
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,19-May-08,2.1
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,24-May-10,1.8
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,05-Jun-12,2.1
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,18-May-13,1.7
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,01-Jun-14,2.2
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,15-May-15,2.2
BUCKSKIN LAKE,MONMOUTH,6946,1,"Mid Lake, deep spot",445731,781137,23-May-16,2.2
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,23-May-09,13.2
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,16-May-10,13.0
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,21-Jun-10,13.3
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,25-Jun-11,11.6
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,05-Sep-11,10.9
BUFFY LAKE,"LOUGHBOROUGH, PORTLAND",7469,1,deep basin,443068,763854,29-Jul-12,13.6
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,19-May-08,5.0
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,24-May-09,3.8
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,14-Apr-10,4.6
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,02-May-11,4.3
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01-Apr-12,5.1
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,02-May-13,4.5
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,05-May-14,5.1
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01-May-15,3.9
BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01-May-16,4.2
BURNT LAKE,,7500,1,"Mid lake, deep spot",461758,805627,26-May-12,2.7
BURNT LAKE,,7500,1,"Mid lake, deep spot",461758,805627,03-Jun-13,2.0
BURNT LAKE,,7500,1,"Mid lake, deep spot",461758,805627,24-May-14,2.6
BURNT LAKE,,7500,1,"Mid lake, deep spot",461758,805627,06-Jun-15,2.4
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,18-Sep-08,11.0
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,16-May-10,8.4
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,10-May-11,7.8
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,12-May-12,8.0
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,05-May-13,8.1
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,11-May-14,7.0
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,17-May-15,6.7
BURNT LAKE (JOSELIN),SEGUIN,6947,3,"Stn 1, Mid-lake",451346,795027,08-May-16,8.1
BURRIDGE LAKE,BEDFORD,663,1,"Mid Lake, deep spot",443950,763315,11-Jun-09,35.4
BURRIDGE LAKE,BEDFORD,663,1,"Mid Lake, deep spot",443950,763315,15-Jun-10,31.5
BURRIDGE LAKE,BEDFORD,663,1,"Mid Lake, deep spot",443950,763315,07-Jul-11,32.6
BURRIDGE LAKE,BEDFORD,663,1,"Mid Lake, deep spot",443950,763315,17-Jun-12,33.7
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,16-May-08,2.3
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,13-May-09,1.8
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,11-May-10,1.9
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,17-May-11,1.9
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,14-May-12,2.1
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,20-May-13,1.8
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,13-May-14,2.2
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,07-May-15,2.2
BUZZARD LAKE,N KAWARTHA,678,1,"Mid Lake, deep spot",444000,781300,02-May-16,2.1
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,18-Sep-08,2.1
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,13-Jun-09,1.5
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,30-Apr-10,1.8
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,11-May-11,1.7
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,21-May-12,2.1
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,19-May-13,1.7
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,16-May-14,2.1
CACHE LAKE,CANISBAY,683,1,E of Delano Is.,453219,783453,08-May-15,2.0
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,19-Apr-08,6.1
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,31-May-09,6.1
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,14-Apr-10,7.3
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,01-Apr-12,6.7
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,26-May-13,6.5
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,29-May-14,6.5
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,29-Apr-15,5.6
CACHE LAKE,BADGEROW,684,1,"Mid Lake, deep spot",462730,800610,02-May-16,7.1
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,18-May-08,2.7
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,24-May-10,2.0
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,19-May-12,2.4
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,24-May-13,1.9
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,27-May-14,2.5
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,16-May-15,2.4
CACHE LAKE,JONES,6115,1,"Mid Lake, deep spot",495947,941225,24-May-16,2.4
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,6,"South West, deep spot",451545,764535,26-May-14,12.1
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,6,"South West, deep spot",451545,764535,14-May-15,13.7
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,6,"South West, deep spot",451545,764535,10-Jun-16,10.9
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,7,"Grassy Bay, deep spot",451677,764269,26-May-14,20.2
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,7,"Grassy Bay, deep spot",451677,764269,14-May-15,16.2
CALABOGIE LAKE,BAGOT AND BLYTHFIELD,691,7,"Grassy Bay, deep spot",451677,764269,10-Jun-16,13.5
CAMERON LAKE,FENELON,6905,2,S end,443307,784634,24-May-09,16.4
CAMERON LAKE,FENELON,6905,2,S end,443307,784634,31-May-11,18.9
CAMERON LAKE,FENELON,6905,5,"N end, deep spot",443411,784513,21-May-13,16.6
CAMERON LAKE,FENELON,6905,5,"N end, deep spot",443411,784513,06-Jun-13,16.9
CAMERON LAKE,FENELON,6905,5,"N end, deep spot",443411,784513,07-Jul-13,16.4
CAMERON LAKE,FENELON,6905,5,"N end, deep spot",443411,784513,07-Aug-13,14.7
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,25-May-13,18.2
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,25-Jun-13,19.8
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,02-Jul-13,16.5
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,05-Aug-13,15.6
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,08-Jun-14,17.9
CAMERON LAKE,FENELON,6905,6,"S end, deep spot",443224,784610,17-May-15,21.0
CAMP LAKE,SINCLAIR,713,2,"Mid Lake, deep spot",452621,785429,19-May-08,1.8
CAMP LAKE,SINCLAIR,713,2,"Mid Lake, deep spot",452621,785429,06-Jun-09,1.2
CAMP LAKE,SINCLAIR,713,2,"Mid Lake, deep spot",452621,785429,12-Jul-10,1.0
CAMP LAKE,SINCLAIR,713,2,"Mid Lake, deep spot",452621,785429,04-Jul-11,1.5
CAMP LAKE,SINCLAIR,713,2,"Mid Lake, deep spot",452621,785429,20-May-12,1.4
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,29-Oct-08,30.5
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,10-Jun-09,45.6
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,20-May-10,43.3
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,21-Jun-10,39.3
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,11-Jul-10,42.5
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,16-Jun-11,45.1
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,04-Aug-11,36.6
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,11-Aug-11,35.7
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,09-Sep-11,29.6
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,04-Oct-11,30.4
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,17-May-12,39.2
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,18-Jun-12,32.5
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,17-Jul-12,25.6
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,15-Aug-12,30.0
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,26-May-13,44.5
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,23-Jun-13,27.2
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,23-Jul-13,21.4
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,25-May-14,52.5
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,22-Jun-14,35.1
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,28-Jul-14,42.2
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,23-May-15,48.2
CANAL LAKE,ELDON,7047,1,Main Basin-deep spot,443343,790309,20-Jun-15,35.8
