"Lake Partner Program Calcium (Ca) Concentration Data, 2008-2016",,,,,,,,
,,,,,Latitude,Longitude,,Ca
Lake Name,Township,STN,Site ID,Site Description,(DMS),(DMS),Date,(mg/L)
JACKS LAKE,BELMONT-METHUEN,2118,3,Brook's Bay-Snake Is,444231,780335,17-May-15,19.1
JACKS LAKE,BELMONT-METHUEN,2118,3,Brook's Bay-Snake Is,444231,780335,23-May-16,17.3
JACK'S LAKE (BURDEN),ARMOUR,2121,1,"Mid Lake, deep spot",453926,792013,18-Sep-08,2.5
JACK'S LAKE (BURDEN),ARMOUR,2121,1,"Mid Lake, deep spot",453926,792013,27-May-09,1.6
JARVIS LAKE,MARMORA,7497,1,Deep spot,443031,773405,15-Jun-10,39.0
JARVIS LAKE,MARMORA,7497,1,Deep spot,443031,773405,18-Jun-11,41.7
JARVIS LAKE,MARMORA,7497,1,Deep spot,443031,773405,19-May-12,40.2
JARVIS LAKE,MARMORA,7497,1,Deep spot,443031,773405,20-May-13,42.3
JARVIS LAKE,MARMORA,7497,1,Deep spot,443031,773405,12-Jun-14,39.3
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,14-May-08,49.9
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,20-May-09,54.1
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,13-Jun-10,51.7
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,03-Jul-11,47.4
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,19-May-12,53.0
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,12-May-13,48.5
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,18-May-14,53.4
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,17-May-15,60.1
JEFFREYS LAKE (OLMSTEAD),WHITEWATER,2143,1,"S end, deep spot",453444,764657,13-May-16,45.7
JERRY LAKE,MACMURCHY,6402,1,"Mid Lake, deep spot",473500,810900,04-Sep-08,23.2
JESSOP LAKE (JINGO),CHAFFEY,2154,2,"Mid Lake, deep spot",452315,791610,23-May-10,1.3
JOE LAKE,WISNER,2169,1,"S end, deep spot",464348,810020,03-Jun-09,2.0
JOE LAKE,WISNER,2169,1,"S end, deep spot",464348,810020,04-Jun-10,2.0
JOE LAKE,WISNER,2169,1,"S end, deep spot",464348,810020,05-Jun-11,1.9
JOE LAKE,WISNER,2169,1,"S end, deep spot",464348,810020,17-Jun-12,2.1
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,03-May-08,11.6
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,14-May-10,12.1
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,30-Apr-11,10.0
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,08-Apr-12,11.1
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,04-May-13,10.7
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,22-Apr-15,13.0
JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,01-May-16,10.5
JOSEPH LAKE,"MEDORA, SEGUIN",2460,10,"Gordon Bay, deep spot",451141,794554,09-May-15,4.0
JOSEPH LAKE,"MEDORA, SEGUIN",2460,11,Main basin (JOS-1),451221,794522,09-May-15,4.0
JULIAN LAKE,N KAWARTHA,7075,2,"Mid Lake, deep spot",443546,780848,18-Sep-08,15.6
JULIAN LAKE,N KAWARTHA,7075,2,"Mid Lake, deep spot",443546,780848,29-Oct-08,45.9
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,18-Sep-08,2.4
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,21-May-09,1.7
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,22-May-11,1.9
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,05-May-12,2.2
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,17-May-13,1.8
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,24-May-14,2.1
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,17-May-15,1.8
KAHSHE LAKE,MORRISON,2217,1,Deep Bay,445045,791348,12-May-16,2.0
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,18-Sep-08,2.2
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,21-May-09,1.8
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,22-May-11,2.0
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,05-May-12,2.2
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,17-May-13,1.9
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,24-May-14,2.2
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,17-May-15,1.9
KAHSHE LAKE,MORRISON,2217,2,Grant's Bay,445015,791631,12-May-16,2.1
KAHSHE LAKE,MORRISON,2217,3,Housey's Rapids Chan,445201,791309,11-Jul-10,1.9
KAHSHE LAKE,MORRISON,2217,3,Housey's Rapids Chan,445201,791309,22-Jul-11,2.1
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,18-Sep-08,2.3
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,21-May-09,1.7
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,22-May-11,2.0
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,05-May-12,2.2
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,17-May-13,2.0
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,24-May-14,2.2
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,17-May-15,1.9
KAHSHE LAKE,MORRISON,2217,4,Kluey's Bay,445140,791733,12-May-16,2.0
KAHSHE LAKE,MORRISON,2217,7,"Deep Spot, S. of Cranberry  Is",445069,791787,25-May-14,2.2
KAHSHE LAKE,MORRISON,2217,7,"Deep Spot, S. of Cranberry  Is",445069,791787,17-May-15,2.0
KAHSHE LAKE,MORRISON,2217,7,"Deep Spot, S. of Cranberry  Is",445069,791787,12-May-16,2.1
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,10-May-10,4.5
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,29-May-11,4.6
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,15-Jun-12,5.3
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,19-May-13,5.0
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,31-May-14,5.0
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,28-May-15,5.1
KAKAKIWAGANDA LAKE,SERVOS,2220,1,Rock Bay-R Mouth,461313,804636,23-May-16,4.9
KAMANISKEG LAKE,BANGOR,2223,5,The Narrows,452526,774152,30-May-10,0.7
KAMANISKEG LAKE,BANGOR,2223,5,The Narrows,452526,774152,21-May-11,2.7
KAMANISKEG LAKE,BANGOR,2223,5,The Narrows,452526,774152,21-May-12,1.1
KAMANISKEG LAKE,BANGOR,2223,5,The Narrows,452526,774152,19-May-13,2.8
KAMANISKEG LAKE,BANGOR,2223,5,The Narrows,452526,774152,23-May-16,3.9
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,31-May-10,3.9
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,11-Jun-11,3.8
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,05-Jun-12,3.8
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,19-Jun-13,3.7
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,27-May-14,4.2
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,04-Jun-15,4.0
KAMANISKEG LAKE,BANGOR,2223,6,North Basin,452754,774038,11-Jun-16,3.7
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,04-Jun-11,9.0
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,12-May-12,9.3
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,04-Jun-13,8.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,25-Jun-13,8.8
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,23-Jul-13,9.1
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,26-May-14,9.6
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,22-Jun-14,9.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,22-Jul-14,9.5
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,17-May-15,10.1
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,18-Jun-15,10.2
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,14-Jul-15,10.1
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,11-May-16,8.6
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,15-Jun-16,9.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,15-Jun-16,9.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,1,StnA-S-end Puffers Is.,445819,783641,17-Jul-16,8.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,19-May-08,9.3
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,18-May-09,9.5
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,24-May-10,9.1
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,21-May-12,9.2
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,19-May-13,9.5
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,09-Jun-13,8.8
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,12-Jul-13,8.4
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,19-May-14,9.8
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,15-Jun-14,9.2
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,05-Jul-14,9.2
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,17-May-15,9.6
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,14-Jun-15,10.1
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,05-Jul-15,10.3
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,22-May-16,9.2
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,19-Jun-16,8.7
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,19-Jun-16,8.7
KASHAGAWIGAMOG LAKE,MINDEN,2238,2,S/W end nr Ingoldsby,445749,783727,17-Jul-16,9.5
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,2,"N/E end, deep spot",445301,765812,18-Sep-08,14.6
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,2,"N/E end, deep spot",445301,765812,19-Jun-11,13.8
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,04-May-08,13.9
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,16-May-09,13.5
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,01-Jun-10,11.9
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,09-May-11,10.3
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,30-Apr-12,14.5
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,16-May-13,14.3
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,29-May-14,12.1
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,24-May-15,14.7
KASHWAKAMAK LAKE,"BARRIE, CLARENDON & MILLER",2240,3,"W end, Main Chan",445045,770427,19-May-16,13.5
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,27-Jun-09,9.7
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,16-May-10,7.6
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,29-Apr-12,7.8
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,27-May-13,7.7
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,18-Jun-15,8.1
KASSHABOG LAKE,BELMONT-METHUEN,2242,1,Big Lake,443749,775749,26-May-16,8.2
KASSHABOG LAKE,BELMONT-METHUEN,2242,2,MacDonald Bay,443915,775609,16-May-10,10.2
KASSHABOG LAKE,BELMONT-METHUEN,2242,2,MacDonald Bay,443915,775609,29-Apr-12,9.8
KASSHABOG LAKE,BELMONT-METHUEN,2242,2,MacDonald Bay,443915,775609,27-May-13,9.6
KASSHABOG LAKE,BELMONT-METHUEN,2242,2,MacDonald Bay,443915,775609,18-Jun-15,10.7
KASSHABOG LAKE,BELMONT-METHUEN,2242,2,MacDonald Bay,443915,775609,26-May-16,8.9
KASSHABOG LAKE,BELMONT-METHUEN,2242,3,ConnersBay-S-LongIs.,443835,775630,16-May-10,7.5
KASSHABOG LAKE,BELMONT-METHUEN,2242,3,ConnersBay-S-LongIs.,443835,775630,29-Apr-12,7.3
KASSHABOG LAKE,BELMONT-METHUEN,2242,3,ConnersBay-S-LongIs.,443835,775630,27-May-13,7.3
KASSHABOG LAKE,BELMONT-METHUEN,2242,3,ConnersBay-S-LongIs.,443835,775630,18-Jun-15,8.2
KASSHABOG LAKE,BELMONT-METHUEN,2242,3,ConnersBay-S-LongIs.,443835,775630,26-May-16,7.7
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,29-Oct-08,30.8
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,19-May-09,31.0
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,14-May-10,31.6
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,31-May-10,34.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,06-Jul-10,36.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,31-May-11,32.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,05-Jul-11,28.8
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,02-Aug-11,30.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,06-Sep-11,25.6
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,11-Oct-11,25.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,05-May-12,34.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,08-Jun-12,36.2
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,03-Jul-12,34.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,07-Aug-12,30.1
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,16-May-13,33.6
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,03-Jun-13,29.1
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,03-Jul-13,25.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,07-Aug-13,26.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,19-May-14,35.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,03-Jun-14,33.6
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,02-Jul-14,31.8
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,17-May-15,32.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,02-Jun-15,30.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,06-Jul-15,32.8
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,01-May-16,28.7
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,05-Jun-16,29.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,1,S/E Douglas Island,442800,781456,04-Jul-16,30.0
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,15-May-08,32.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,29-Oct-08,29.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,15-May-09,33.8
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,10-May-10,23.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,31-May-10,30.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,04-Jul-10,30.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,10-May-11,31.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,31-May-11,31.0
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,04-Jul-11,30.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,02-Aug-11,27.0
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,06-Sep-11,25.7
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,04-Oct-11,25.6
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,13-May-12,33.2
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,31-May-12,33.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,03-Jul-12,32.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,07-Aug-12,29.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,04-Sep-12,10.5
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,09-May-13,35.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,30-May-13,32.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,02-Jul-13,28.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,06-Aug-13,27.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,12-May-14,33.1
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,02-Jun-14,32.7
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,02-Jul-14,33.3
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,05-May-15,27.1
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,29-May-15,31.9
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,06-Jul-15,33.4
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,10-May-16,30.7
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,06-Jun-16,29.2
KATCHEWANOOKA LAKE,DOURO-DUMMER,7076,2,Young Pt near locks,442856,781417,04-Jul-16,31.4
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,18-May-08,2.2
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,31-May-09,1.8
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,16-May-10,1.6
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,21-May-11,1.8
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,19-May-12,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,24-Jun-13,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,25-May-14,2.1
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,20-May-15,1.6
KAWAGAMA LAKE,MCCLINTOCK,2252,1,Stn 1-Minden Bay,451555,784745,28-May-16,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,18-May-08,2.1
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,31-May-09,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,16-May-10,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,21-May-11,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,19-May-12,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,24-Jun-13,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,25-May-14,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,20-May-15,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,2,Stn 2-Fishpole Point,451749,784504,28-May-16,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,18-May-08,2.1
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,31-May-09,1.8
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,16-May-10,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,21-May-11,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,19-May-12,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,24-Jun-13,1.6
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,25-May-14,2.0
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,20-May-15,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,3,Stn 3-N Shore,451856,784432,28-May-16,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,18-May-08,2.2
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,31-May-09,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,16-May-10,1.6
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,21-May-11,1.8
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,19-May-12,2.0
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,24-Jun-13,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,25-May-14,2.1
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,20-May-15,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,4,Stn 4-Fletcher Bay,451837,784751,28-May-16,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,18-May-08,2.0
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,31-May-09,1.8
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,16-May-10,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,21-May-11,1.7
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,19-May-12,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,24-Jun-13,1.6
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,25-May-14,1.9
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,20-May-15,1.5
KAWAGAMA LAKE,MCCLINTOCK,2252,5,Stn 5-East End,451819,784102,28-May-16,1.8
KAWIGAMOG LAKE,BLAIR,2260,1,lost channel -west end,455353,801904,12-May-08,2.5
KEEWAYDIN LAKE,BALLANTYNE,7078,1,"Mid Lake, deep spot",455911,790823,04-Sep-08,65.7
KENNAWAY LAKE,HARCOURT,6976,2,"Mid Lake, deep spot",450814,781029,18-Sep-08,6.8
